    Time   |  sec | Bryanraw|  Bryan |  Temp  |
 15:50:26  | 2200 |   70.5  | 289.48 |  38.12 |
 15:50:31  | 2205 |   70.5  | 289.48 |  38.08 |
 15:50:36  | 2210 |   70.5  | 289.48 |  38.07 |
 15:50:41  | 2215 |   70.5  | 289.48 |  38.02 |
 15:50:46  | 2220 |   70.5  | 289.45 |  38.04 |
 15:50:51  | 2225 |   70.5  | 289.46 |  38.04 |
 15:50:56  | 2230 |   70.5  | 289.45 |  38.04 |
 15:51: 1  | 2235 |   70.5  | 289.46 |  38.05 |
 15:51: 6  | 2240 |   70.5  | 289.50 |  38.00 |
 15:51:11  | 2245 |   70.5  | 289.49 |  38.04 |
 15:51:16  | 2250 |   70.5  | 289.51 |  38.01 |
 15:51:21  | 2255 |   70.5  | 289.47 |  37.92 |
 15:51:26  | 2260 |   70.5  | 289.45 |  37.95 |
 15:51:31  | 2265 |   70.6  | 289.42 |  37.93 |
 15:51:36  | 2270 |   70.5  | 289.46 |  37.97 |
 15:51:41  | 2275 |   70.6  | 289.44 |  37.92 |
 15:51:46  | 2280 |   70.6  | 289.43 |  37.93 |
 15:51:51  | 2285 |   70.6  | 289.43 |  37.97 |
 15:51:56  | 2290 |   70.6  | 289.43 |  37.92 |
 15:52: 1  | 2295 |   70.6  | 289.42 |  37.91 |
 15:52: 6  | 2300 |   70.6  | 289.42 |  37.94 |
 15:52:11  | 2305 |   70.6  | 289.40 |  37.93 |
 15:52:16  | 2310 |   70.6  | 289.41 |  37.90 |
 15:52:21  | 2315 |   70.6  | 289.36 |  37.90 |
 15:52:26  | 2320 |   70.7  | 289.34 |  37.88 |
 15:52:31  | 2325 |   70.7  | 289.31 |  37.84 |
 15:52:36  | 2330 |   70.7  | 289.30 |  37.84 |
 15:52:41  | 2335 |   70.7  | 289.33 |  37.89 |
 15:52:46  | 2340 |   70.7  | 289.29 |  37.82 |
 15:52:51  | 2345 |   70.7  | 289.29 |  37.86 |
 15:52:56  | 2350 |   70.7  | 289.31 |  37.83 |
 15:53: 1  | 2355 |   70.7  | 289.32 |  37.84 |
 15:53: 6  | 2360 |   70.7  | 289.28 |  37.82 |
 15:53:11  | 2365 |   70.7  | 289.27 |  37.80 |
 15:53:16  | 2370 |   70.7  | 289.27 |  37.80 |
 15:53:21  | 2375 |   70.7  | 289.27 |  37.81 |
 15:53:26  | 2380 |   70.7  | 289.26 |  37.82 |
 15:53:31  | 2385 |   70.8  | 289.22 |  37.83 |
 15:53:36  | 2390 |   70.8  | 289.22 |  37.79 |
 15:53:41  | 2395 |   70.8  | 289.19 |  37.80 |
 15:53:46  | 2400 |   70.8  | 289.19 |  37.81 |
 15:53:51  | 2405 |   70.8  | 289.20 |  37.80 |
 15:53:56  | 2410 |   70.8  | 289.23 |  37.77 |
 15:54: 1  | 2415 |   70.8  | 289.21 |  37.76 |
 15:54: 6  | 2420 |   70.7  | 289.25 |  37.76 |
 15:54:11  | 2425 |   70.7  | 289.25 |  37.80 |
 15:54:16  | 2430 |   70.8  | 289.21 |  37.76 |
 15:54:21  | 2435 |   70.8  | 289.23 | 217.29 |
 15:54:26  | 2440 |   70.8  | 289.24 |  37.75 |
 15:54:31  | 2445 |   70.8  | 289.21 |  37.75 |
 15:54:36  | 2450 |   70.8  | 289.18 |  37.73 |
 15:54:41  | 2455 |   70.8  | 289.20 |  37.76 |
 15:54:46  | 2460 |   70.8  | 289.16 |  37.74 |
 15:54:51  | 2465 |   70.8  | 289.17 |  37.72 |
 15:54:56  | 2470 |   70.9  | 289.13 |  37.70 |
 15:55: 1  | 2475 |   70.9  | 289.11 |  37.71 |
 15:55: 6  | 2480 |   70.9  | 289.09 | 194.79 |
 15:55:11  | 2485 |   70.9  | 289.06 |  37.71 |
 15:55:16  | 2490 |   70.9  | 289.09 |  37.69 |
 15:55:21  | 2495 |   70.9  | 289.13 |  37.72 |
 15:55:26  | 2500 |   70.9  | 289.14 |  37.69 |
 15:55:31  | 2505 |   70.9  | 289.14 |  37.69 |
 15:55:36  | 2510 |   70.9  | 289.14 |  37.68 |
 15:55:41  | 2515 |   70.9  | 289.13 |  37.69 |
 15:55:46  | 2520 |   70.8  | 289.17 |  37.68 |
 15:55:51  | 2525 |   70.8  | 289.17 | 195.07 |
 15:55:56  | 2530 |   70.8  | 289.16 |  37.69 |
 15:56: 1  | 2535 |   70.8  | 289.15 |  37.65 |
 15:56: 6  | 2540 |   70.8  | 289.15 |  37.69 |
 15:56:11  | 2545 |   70.8  | 289.16 |  37.70 |
 15:56:16  | 2550 |   70.8  | 289.18 |  37.69 |
 15:56:21  | 2555 |   70.8  | 289.20 |  37.71 |
 15:56:26  | 2560 |   70.8  | 289.21 |  37.68 |
 15:56:31  | 2565 |   70.8  | 289.20 |  37.65 |
 15:56:36  | 2570 |   70.8  | 289.22 |  37.70 |
 15:56:41  | 2575 |   70.7  | 289.26 |  37.69 |
 15:56:46  | 2580 |   70.7  | 289.26 |  37.69 |
 15:56:51  | 2585 |   70.8  | 289.24 |  37.65 |
 15:56:56  | 2590 |   70.7  | 289.25 |  37.68 |
 15:57: 1  | 2595 |   70.7  | 289.27 |  37.70 |
 15:57: 6  | 2600 |   70.7  | 289.26 |  37.70 |
 15:57:11  | 2605 |   70.8  | 289.22 |  37.68 |
 15:57:16  | 2610 |   70.8  | 289.23 |  37.68 |
 15:57:21  | 2615 |   70.8  | 289.23 |  37.67 |
 15:57:26  | 2620 |   70.8  | 289.23 |  37.67 |
 15:57:31  | 2625 |   70.8  | 289.23 |  37.65 |
 15:57:36  | 2630 |   70.8  | 289.20 |  37.67 |
 15:57:41  | 2635 |   70.8  | 289.18 |  37.68 |
 15:57:46  | 2640 |   70.8  | 289.16 |  37.66 |
 15:57:51  | 2645 |   70.8  | 289.18 |  37.64 |
 15:57:56  | 2650 |   70.8  | 289.23 |  37.62 |
 15:58: 1  | 2655 |   70.7  | 289.25 |  37.64 |
 15:58: 6  | 2660 |   70.7  | 289.30 |  37.64 |
 15:58:11  | 2665 |   70.7  | 289.29 |  37.65 |
 15:58:16  | 2670 |   70.7  | 289.25 |  37.67 |
 15:58:21  | 2675 |   70.8  | 289.19 |  37.63 |
 15:58:26  | 2680 |   70.8  | 289.20 |  37.64 |
 15:58:31  | 2685 |   70.8  | 289.16 |  37.66 |
 15:58:36  | 2690 |   70.8  | 289.16 |  37.67 |
 15:58:41  | 2695 |   70.9  | 289.14 |  37.66 |
 15:58:46  | 2700 |   70.8  | 289.15 |  37.66 |
 15:58:51  | 2705 |   70.8  | 289.19 |  37.66 |
 15:58:56  | 2710 |   70.8  | 289.21 |  37.64 |
 15:59: 1  | 2715 |   70.8  | 289.19 |  37.63 |
 15:59: 6  | 2720 |   70.8  | 289.16 |  37.63 |
 15:59:11  | 2725 |   70.8  | 289.18 |  37.64 |
 15:59:16  | 2730 |   70.8  | 289.18 |  37.66 |
 15:59:21  | 2735 |   70.8  | 289.17 |  37.63 |
 15:59:26  | 2740 |   70.8  | 289.15 |  37.64 |
 15:59:31  | 2745 |   70.8  | 289.18 |  37.66 |
 15:59:36  | 2750 |   70.8  | 289.22 |  37.64 |
 15:59:41  | 2755 |   70.8  | 289.18 |  37.65 |
 15:59:46  | 2760 |   70.8  | 289.17 |  37.65 |
 15:59:51  | 2765 |   70.8  | 289.16 |  37.63 |
 15:59:56  | 2770 |   70.9  | 289.13 |  37.67 |
 16: 0: 1  | 2775 |   70.9  | 289.12 |  37.66 |
 16: 0: 6  | 2780 |   70.8  | 289.16 |  37.62 |
 16: 0:11  | 2785 |   70.8  | 289.15 |  37.64 |
 16: 0:16  | 2790 |   70.9  | 289.14 |  37.62 |
 16: 0:21  | 2795 |   70.9  | 289.14 |  37.66 |
 16: 0:26  | 2800 |   70.9  | 289.08 |  37.61 |
 16: 0:31  | 2805 |   71.0  | 288.97 |  37.64 |
 16: 0:36  | 2810 |   70.9  | 289.05 |  37.66 |
 16: 0:41  | 2815 |   70.9  | 289.07 |  37.67 |
 16: 0:46  | 2820 |   70.9  | 289.13 |  21.00 |
 16: 0:51  | 2825 |   70.9  | 289.13 |  37.66 |
 16: 0:56  | 2830 |   70.8  | 289.15 |  37.67 |
 16: 1: 1  | 2835 |   70.8  | 289.19 |  37.66 |
 16: 1: 6  | 2840 |   70.8  | 289.17 |  37.70 |
 16: 1:11  | 2845 |   70.9  | 289.12 |  37.70 |
 16: 1:16  | 2850 |   70.9  | 289.12 |  37.67 |
 16: 1:21  | 2855 |   70.9  | 289.13 |  37.66 |
 16: 1:26  | 2860 |   70.8  | 289.16 |  37.61 |
 16: 1:31  | 2865 |   70.9  | 289.14 |  37.61 |
 16: 1:36  | 2870 |   70.9  | 289.10 |  37.61 |
 16: 1:41  | 2875 |   70.9  | 289.09 |  37.58 |
 16: 1:46  | 2880 |   70.9  | 289.11 |  37.62 |
 16: 1:51  | 2885 |   70.9  | 289.08 |  37.58 |
 16: 1:56  | 2890 |   71.0  | 289.03 |  37.58 |
 16: 2: 1  | 2895 |   70.9  | 289.06 |  37.62 |
 16: 2: 6  | 2900 |   70.9  | 289.06 |  37.64 |
 16: 2:11  | 2905 |   70.9  | 289.06 |  37.62 |
 16: 2:16  | 2910 |   71.0  | 289.03 |  37.64 |
 16: 2:21  | 2915 |   71.0  | 289.03 |  37.56 |
 16: 2:26  | 2920 |   71.0  | 289.03 |  37.53 |
 16: 2:31  | 2925 |   71.0  | 289.01 |  37.50 |
 16: 2:36  | 2930 |   71.0  | 288.99 |  37.55 |
 16: 2:41  | 2935 |   71.0  | 289.01 |  37.49 |
 16: 2:46  | 2940 |   71.0  | 289.00 |  37.54 |
 16: 2:51  | 2945 |   71.0  | 289.00 |  37.51 |
 16: 2:56  | 2950 |   71.0  | 289.00 |  37.52 |
 16: 3: 1  | 2955 |   71.0  | 288.98 |  37.52 |
 16: 3: 6  | 2960 |   71.1  | 288.94 |  37.44 |
 16: 3:11  | 2965 |   71.0  | 288.96 |  37.52 |
 16: 3:16  | 2970 |   71.0  | 288.97 |  37.55 |
 16: 3:21  | 2975 |   71.0  | 288.98 |  37.48 |
 16: 3:26  | 2980 |   71.0  | 288.96 |  37.50 |
 16: 3:31  | 2985 |   71.0  | 288.95 |  37.53 |
 16: 3:36  | 2990 |   71.1  | 288.94 |  37.46 |
 16: 3:41  | 2995 |   71.1  | 288.92 |  37.49 |
 16: 3:46  | 3000 |   71.1  | 288.91 |  21.00 |
 16: 3:51  | 3005 |   71.1  | 288.93 |  37.51 |
 16: 3:56  | 3010 |   71.1  | 288.86 |  37.46 |
 16: 4: 1  | 3015 |   71.1  | 288.88 |  37.41 |
 16: 4: 6  | 3020 |   71.2  | 288.82 |  37.39 |
 16: 4:11  | 3025 |   71.2  | 288.75 |  37.40 |
 16: 4:16  | 3030 |   71.3  | 288.71 |  37.44 |
 16: 4:21  | 3035 |   71.3  | 288.72 |  37.44 |
 16: 4:26  | 3040 |   71.3  | 288.72 |  37.39 |
 16: 4:31  | 3045 |   71.3  | 288.72 |  37.34 |
 16: 4:36  | 3050 |   71.3  | 288.69 |  37.38 |
 16: 4:41  | 3055 |   71.3  | 288.69 |  37.34 |
 16: 4:46  | 3060 |   71.3  | 288.69 |  37.41 |
 16: 4:51  | 3065 |   71.3  | 288.70 |  37.39 |
 16: 4:56  | 3070 |   71.3  | 288.68 |  37.32 |
 16: 5: 1  | 3075 |   71.3  | 288.66 |  37.33 |
 16: 5: 6  | 3080 |   71.3  | 288.65 |  37.35 |
 16: 5:11  | 3085 |   71.3  | 288.68 |  37.37 |
 16: 5:16  | 3090 |   71.3  | 288.72 |  37.31 |
 16: 5:21  | 3095 |   71.3  | 288.70 |  37.25 |
 16: 5:26  | 3100 |   71.3  | 288.66 | 199.79 |
 16: 5:31  | 3105 |   71.3  | 288.68 |  37.24 |
 16: 5:36  | 3110 |   71.3  | 288.66 |  37.18 |
 16: 5:41  | 3115 |   71.3  | 288.65 |  37.25 |
 16: 5:46  | 3120 |   71.3  | 288.65 |  37.19 |
 16: 5:51  | 3125 |   71.4  | 288.59 |  37.19 |
 16: 5:56  | 3130 |   71.4  | 288.57 |  37.17 |
 16: 6: 1  | 3135 |   71.4  | 288.58 |  37.17 |
 16: 6: 6  | 3140 |   71.4  | 288.55 |  37.19 |
 16: 6:11  | 3145 |   71.5  | 288.54 |  37.19 |
 16: 6:16  | 3150 |   71.5  | 288.52 |  37.14 |
 16: 6:21  | 3155 |   71.4  | 288.55 |  37.04 |
 16: 6:26  | 3160 |   71.5  | 288.52 |  37.01 |
 16: 6:31  | 3165 |   71.5  | 288.54 |  37.13 |
 16: 6:36  | 3170 |   71.5  | 288.53 |  37.02 |
 16: 6:41  | 3175 |   71.5  | 288.51 |  37.03 |
 16: 6:46  | 3180 |   71.5  | 288.49 |  37.05 |
 16: 6:51  | 3185 |   71.5  | 288.49 |  37.11 |
 16: 6:56  | 3190 |   71.5  | 288.49 |  37.10 |
 16: 7: 1  | 3195 |   71.5  | 288.50 |  37.10 |
 16: 7: 6  | 3200 |   71.5  | 288.50 |  37.01 |
 16: 7:11  | 3205 |   71.5  | 288.48 |  36.96 |
 16: 7:16  | 3210 |   71.6  | 288.42 |  36.94 |
 16: 7:21  | 3215 |   71.6  | 288.43 |  37.00 |
 16: 7:26  | 3220 |   71.6  | 288.43 |  36.90 |
 16: 7:31  | 3225 |   71.6  | 288.42 |  36.89 |
 16: 7:36  | 3230 |   71.6  | 288.42 |  36.89 |
 16: 7:41  | 3235 |   71.6  | 288.39 |  36.89 |
 16: 7:46  | 3240 |   71.6  | 288.39 |  36.83 |
 16: 7:51  | 3245 |   71.6  | 288.37 |  36.84 |
 16: 7:56  | 3250 |   71.6  | 288.37 |  36.88 |
 16: 8: 1  | 3255 |   71.6  | 288.35 |  36.85 |
 16: 8: 6  | 3260 |   71.7  | 288.33 |  36.88 |
 16: 8:11  | 3265 |   71.7  | 288.31 |  36.83 |
 16: 8:16  | 3270 |   71.7  | 288.26 |  36.90 |
 16: 8:21  | 3275 |   71.8  | 288.23 |  36.89 |
 16: 8:26  | 3280 |   71.8  | 288.21 |  21.76 |
 16: 8:31  | 3285 |   71.8  | 288.17 |  36.81 |
 16: 8:36  | 3290 |   71.9  | 288.14 |  36.73 |
 16: 8:41  | 3295 |   71.8  | 288.17 |  36.81 |
 16: 8:46  | 3300 |   71.8  | 288.18 |  36.87 |
 16: 8:51  | 3305 |   71.8  | 288.15 |  36.76 |
 16: 8:56  | 3310 |   71.8  | 288.16 |  36.71 |
 16: 9: 1  | 3315 |   71.9  | 288.14 |  36.72 |
 16: 9: 6  | 3320 |   71.9  | 288.11 |  36.71 |
 16: 9:11  | 3325 |   71.9  | 288.10 | 204.64 |
 16: 9:16  | 3330 |   71.9  | 288.08 |  36.70 |
 16: 9:21  | 3335 |   71.9  | 288.05 |  36.62 |
 16: 9:26  | 3340 |   72.0  | 288.02 |  36.70 |
 16: 9:31  | 3345 |   72.0  | 287.99 |  36.56 |
 16: 9:36  | 3350 |   72.0  | 288.00 |  36.56 |
 16: 9:41  | 3355 |   72.0  | 287.98 |  36.53 |
 16: 9:46  | 3360 |   72.0  | 287.97 |  36.62 |
 16: 9:51  | 3365 |   72.0  | 287.95 |  36.51 |
 16: 9:56  | 3370 |   72.0  | 287.99 |  36.52 |
 16:10: 1  | 3375 |   72.0  | 288.01 |  36.46 |
 16:10: 6  | 3380 |   72.0  | 288.01 |  36.46 |
 16:10:11  | 3385 |   72.0  | 288.00 |  36.44 |
 16:10:16  | 3390 |   72.0  | 287.95 |  36.45 |
 16:10:21  | 3395 |   72.1  | 287.91 |  36.41 |
 16:10:26  | 3400 |   72.1  | 287.89 |  36.42 |
 16:10:31  | 3405 |   72.1  | 287.85 |  36.46 |
 16:10:36  | 3410 |   72.2  | 287.81 |  36.38 |
 16:10:41  | 3415 |   72.2  | 287.79 |  36.35 |
 16:10:46  | 3420 |   72.3  | 287.74 |  36.43 |
 16:10:51  | 3425 |   72.3  | 287.71 |  36.33 |
 16:10:56  | 3430 |   72.3  | 287.70 |  36.31 |
 16:11: 1  | 3435 |   72.3  | 287.67 |  36.31 |
 16:11: 6  | 3440 |   72.3  | 287.67 |  36.35 |
 16:11:11  | 3445 |   72.3  | 287.66 |  36.23 |
 16:11:16  | 3450 |   72.4  | 287.62 |  36.21 |
 16:11:21  | 3455 |   72.4  | 287.57 |  36.19 |
 16:11:26  | 3460 |   72.4  | 287.57 |  36.29 |
 16:11:31  | 3465 |   72.4  | 287.56 |  36.17 |
 16:11:36  | 3470 |   72.5  | 287.54 |  36.20 |
 16:11:41  | 3475 |   72.5  | 287.52 |  36.16 |
 16:11:46  | 3480 |   72.5  | 287.47 |  36.16 |
 16:11:51  | 3485 |   72.6  | 287.44 |  36.08 |
 16:11:56  | 3490 |   72.6  | 287.40 |  36.19 |
 16:12: 1  | 3495 |   72.6  | 287.38 |  36.14 |
 16:12: 6  | 3500 |   72.6  | 287.40 |  36.05 |
 16:12:11  | 3505 |   72.6  | 287.40 |  36.07 |
 16:12:16  | 3510 |   72.6  | 287.35 |  36.03 |
 16:12:21  | 3515 |   72.6  | 287.36 |  36.00 |
 16:12:26  | 3520 |   72.7  | 287.34 |  35.91 |
 16:12:31  | 3525 |   72.7  | 287.31 |  35.96 |
 16:12:36  | 3530 |   72.7  | 287.26 |  36.03 |
 16:12:41  | 3535 |   72.8  | 287.23 |  35.93 |
 16:12:46  | 3540 |   72.8  | 287.22 |  35.96 |
 16:12:51  | 3545 |   72.8  | 287.18 |  35.90 |
 16:12:56  | 3550 |   72.8  | 287.16 |  35.90 |
 16:13: 1  | 3555 |   72.8  | 287.17 |  35.97 |
 16:13: 6  | 3560 |   72.8  | 287.19 |  35.91 |
 16:13:11  | 3565 |   72.9  | 287.13 |  35.96 |
 16:13:16  | 3570 |   72.9  | 287.14 |  35.83 |
 16:13:21  | 3575 |   72.9  | 287.11 |  35.79 |
 16:13:26  | 3580 |   73.0  | 287.04 |  35.80 |
 16:13:31  | 3585 |   73.0  | 287.02 |  35.81 |
 16:13:36  | 3590 |   73.0  | 286.98 |  35.77 |
 16:13:41  | 3595 |   73.0  | 286.95 |  35.72 |
 16:13:46  | 3600 |   73.0  | 286.95 |  35.77 |
 16:13:51  | 3605 |   73.0  | 286.96 |  35.71 |
 16:13:56  | 3610 |   73.0  | 287.01 |  35.67 |
 16:14: 1  | 3615 |   73.0  | 286.96 |  35.67 |
 16:14: 6  | 3620 |   73.1  | 286.90 |  35.64 |
 16:14:11  | 3625 |   73.1  | 286.87 |  35.66 |
 16:14:16  | 3630 |   73.1  | 286.86 |  35.66 |
 16:14:21  | 3635 |   73.2  | 286.84 |  35.60 |
 16:14:26  | 3640 |   73.2  | 286.84 |  35.59 |
 16:14:31  | 3645 |   73.2  | 286.83 |  35.58 |
 16:14:36  | 3650 |   73.2  | 286.82 |  35.56 |
 16:14:41  | 3655 |   73.2  | 286.82 |  35.63 |
 16:14:46  | 3660 |   73.2  | 286.76 |  35.51 |
 16:14:51  | 3665 |   73.2  | 286.78 |  35.55 |
 16:14:56  | 3670 |   73.2  | 286.79 |  35.43 |
 16:15: 1  | 3675 |   73.2  | 286.77 |  22.88 |
 16:15: 6  | 3680 |   73.2  | 286.75 |  35.45 |
 16:15:11  | 3685 |   73.3  | 286.74 |  35.39 |
 16:15:16  | 3690 |   73.3  | 286.67 |  35.39 |
 16:15:21  | 3695 |   73.3  | 286.65 |  35.39 |
 16:15:26  | 3700 |   73.4  | 286.63 |  35.35 |
 16:15:31  | 3705 |   73.4  | 286.57 |  35.33 |
 16:15:36  | 3710 |   73.4  | 286.55 |  35.43 |
 16:15:41  | 3715 |   73.5  | 286.53 |  35.34 |
 16:15:46  | 3720 |   73.4  | 286.56 |  35.35 |
 16:15:51  | 3725 |   73.4  | 286.55 |  35.33 |
 16:15:56  | 3730 |   73.4  | 286.56 |  35.33 |
 16:16: 1  | 3735 |   73.5  | 286.53 |  35.29 |
 16:16: 6  | 3740 |   73.5  | 286.53 |  35.21 |
 16:16:11  | 3745 |   73.6  | 286.44 |  35.22 |
 16:16:16  | 3750 |   73.6  | 286.43 |  35.28 |
 16:16:21  | 3755 |   73.6  | 286.43 |  35.23 |
 16:16:26  | 3760 |   73.5  | 286.46 |  35.20 |
 16:16:31  | 3765 |   73.6  | 286.43 |  35.14 |
 16:16:36  | 3770 |   73.6  | 286.44 |  35.27 |
 16:16:41  | 3775 |   73.6  | 286.43 |  35.14 |
 16:16:46  | 3780 |   73.6  | 286.41 |  35.21 |
 16:16:51  | 3785 |   73.6  | 286.37 |  35.14 |
 16:16:56  | 3790 |   73.6  | 286.37 |  35.07 |
 16:17: 1  | 3795 |   73.6  | 286.39 |  35.15 |
 16:17: 6  | 3800 |   73.6  | 286.35 |  35.10 |
 16:17:11  | 3805 |   73.4  | 286.64 |  21.00 |
 16:17:16  | 3810 |   73.4  | 286.57 |  35.11 |
 16:17:21  | 3815 |   73.4  | 286.55 |  35.06 |
 16:17:26  | 3820 |   73.5  | 286.49 |  35.05 |
 16:17:31  | 3825 |   73.5  | 286.48 |  34.99 |
 16:17:36  | 3830 |   73.6  | 286.44 |  35.02 |
 16:17:41  | 3835 |   73.6  | 286.38 |  35.02 |
 16:17:46  | 3840 |   73.7  | 286.31 |  35.01 |
 16:17:51  | 3845 |   73.8  | 286.23 |  34.99 |
 16:17:56  | 3850 |   73.8  | 286.22 |  35.00 |
 16:18: 1  | 3855 |   73.8  | 286.17 |  21.00 |
 16:18: 6  | 3860 |   73.8  | 286.20 |  35.01 |
 16:18:11  | 3865 |   73.8  | 286.17 |  34.96 |
 16:18:16  | 3870 |   73.8  | 286.18 |  34.92 |
 16:18:21  | 3875 |   73.8  | 286.19 |  34.88 |
 16:18:26  | 3880 |   73.8  | 286.17 |  34.89 |
 16:18:31  | 3885 |   73.8  | 286.15 |  34.93 |
 16:18:36  | 3890 |   73.9  | 286.14 |  34.86 |
 16:18:41  | 3895 |   73.8  | 286.17 |  34.92 |
 16:18:46  | 3900 |   73.8  | 286.16 |  34.83 |
 16:18:51  | 3905 |   73.8  | 286.18 |  21.00 |
 16:18:56  | 3910 |   73.8  | 286.15 |  34.85 |
 16:19: 1  | 3915 |   73.9  | 286.14 |  34.84 |
 16:19: 6  | 3920 |   73.9  | 286.10 |  34.82 |
 16:19:11  | 3925 |   73.9  | 286.12 |  34.81 |
 16:19:16  | 3930 |   73.9  | 286.12 |  21.76 |
 16:19:21  | 3935 |   73.9  | 286.13 |  34.79 |
 16:19:26  | 3940 |   73.9  | 286.10 |  34.82 |
 16:19:31  | 3945 |   73.9  | 286.11 |  34.87 |
 16:19:36  | 3950 |   73.9  | 286.10 |  34.80 |
 16:19:41  | 3955 |   73.9  | 286.12 |  34.74 |
 16:19:46  | 3960 |   73.9  | 286.09 |  34.75 |
 16:19:51  | 3965 |   73.9  | 286.09 |  34.74 |
 16:19:56  | 3970 |   73.9  | 286.09 |  34.80 |
 16:20: 1  | 3975 |   73.9  | 286.06 |  34.76 |
 16:20: 6  | 3980 |   73.9  | 286.06 |  34.71 |
 16:20:11  | 3985 |   73.9  | 286.05 |  34.73 |
 16:20:16  | 3990 |   73.9  | 286.08 |  34.72 |
 16:20:21  | 3995 |   73.9  | 286.06 |  34.71 |
 16:20:26  | 4000 |   73.9  | 286.06 |  34.70 |
 16:20:31  | 4005 |   74.0  | 286.03 |  34.71 |
 16:20:36  | 4010 |   74.0  | 286.01 |  34.66 |
 16:20:41  | 4015 |   74.0  | 286.03 |  21.00 |
 16:20:46  | 4020 |   74.0  | 285.99 |  34.73 |
 16:20:51  | 4025 |   74.0  | 285.96 |  34.74 |
 16:20:56  | 4030 |   74.0  | 285.98 |  34.66 |
 16:21: 1  | 4035 |   74.1  | 285.93 |  34.65 |
 16:21: 6  | 4040 |   74.1  | 285.94 |  21.00 |
 16:21:11  | 4045 |   74.1  | 285.92 |  34.66 |
 16:21:16  | 4050 |   74.1  | 285.91 |  34.64 |
 16:21:21  | 4055 |   74.1  | 285.90 |  34.74 |
 16:21:26  | 4060 |   74.1  | 285.89 |  34.66 |
 16:21:31  | 4065 |   74.1  | 285.87 |  21.00 |
 16:21:36  | 4070 |   74.1  | 285.87 |  34.67 |
 16:21:41  | 4075 |   74.1  | 285.88 |  34.71 |
 16:21:46  | 4080 |   74.1  | 285.91 |  34.63 |
 16:21:51  | 4085 |   74.1  | 285.87 |  34.67 |
 16:21:56  | 4090 |   74.1  | 285.88 |  34.66 |
 16:22: 1  | 4095 |   74.2  | 285.84 |  34.63 |
 16:22: 6  | 4100 |   74.2  | 285.83 |  34.63 |
 16:22:11  | 4105 |   74.1  | 285.89 |  34.60 |
 16:22:16  | 4110 |   74.1  | 285.93 |  34.59 |
 16:22:21  | 4115 |   74.0  | 285.95 |  34.66 |
 16:22:26  | 4120 |   74.0  | 285.98 |  34.59 |
 16:22:31  | 4125 |   74.0  | 286.01 |  34.63 |
 16:22:36  | 4130 |   74.0  | 286.03 |  34.60 |
 16:22:41  | 4135 |   74.0  | 285.97 |  34.57 |
 16:22:46  | 4140 |   74.0  | 285.98 |  34.62 |
 16:22:51  | 4145 |   74.0  | 285.98 |  34.60 |
 16:22:56  | 4150 |   74.0  | 286.00 |  34.62 |
 16:23: 1  | 4155 |   74.0  | 285.99 |  34.67 |
 16:23: 6  | 4160 |   74.0  | 285.95 |  34.59 |
 16:23:11  | 4165 |   74.1  | 285.93 |  34.58 |
 16:23:16  | 4170 |   74.1  | 285.92 |  34.60 |
 16:23:21  | 4175 |   74.1  | 285.90 |  34.65 |
 16:23:26  | 4180 |   74.1  | 285.89 |  34.57 |
 16:23:31  | 4185 |   74.1  | 285.86 |  34.56 |
 16:23:36  | 4190 |   74.1  | 285.91 |  34.54 |
 16:23:41  | 4195 |   74.1  | 285.94 |  34.52 |
 16:23:46  | 4200 |   74.1  | 285.91 |  34.57 |
 16:23:51  | 4205 |   74.1  | 285.91 |  34.64 |
 16:23:56  | 4210 |   74.1  | 285.90 |  34.57 |
 16:24: 1  | 4215 |   74.1  | 285.92 |  34.57 |
 16:24: 6  | 4220 |   74.1  | 285.89 |  34.55 |
 16:24:11  | 4225 |   74.1  | 285.90 |  34.55 |
 16:24:16  | 4230 |   74.1  | 285.92 |  34.57 |
 16:24:21  | 4235 |   74.1  | 285.90 |  21.00 |
 16:24:26  | 4240 |   74.1  | 285.91 |  34.55 |
 16:24:31  | 4245 |   74.0  | 285.98 |  34.56 |
 16:24:36  | 4250 |   74.0  | 285.98 |  21.00 |
 16:24:41  | 4255 |   74.0  | 286.00 |  34.54 |
 16:24:46  | 4260 |   74.0  | 286.01 |  34.51 |
 16:24:51  | 4265 |   74.0  | 286.00 |  34.57 |
 16:24:56  | 4270 |   74.0  | 285.96 |  34.58 |
 16:25: 1  | 4275 |   74.1  | 285.94 |  34.49 |
 16:25: 6  | 4280 |   74.1  | 285.92 |  34.52 |
 16:25:11  | 4285 |   74.1  | 285.88 |  34.51 |
 16:25:16  | 4290 |   74.1  | 285.91 |  34.56 |
 16:25:21  | 4295 |   74.1  | 285.92 |  34.49 |
 16:25:26  | 4300 |   74.1  | 285.91 |  34.51 |
 16:25:31  | 4305 |   74.1  | 285.93 |  34.54 |
 16:25:36  | 4310 |   74.0  | 285.96 |  34.51 |
 16:25:41  | 4315 |   74.0  | 285.99 |  34.52 |
 16:25:46  | 4320 |   74.0  | 285.95 |  34.54 |
 16:25:51  | 4325 |   74.1  | 285.93 |  34.54 |
 16:25:56  | 4330 |   74.1  | 285.94 |  34.53 |
 16:26: 1  | 4335 |   74.0  | 285.96 |  34.53 |
 16:26: 6  | 4340 |   74.0  | 285.97 |  34.55 |
 16:26:11  | 4345 |   74.0  | 285.97 |  34.51 |
